Unnamed: 0,location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,shot_id_number
27476,0.0,0.0,1.0,3.0,1.0,56.0,20.0,,-1,0,4,27477
27477,0.0,0.0,0.0,3.0,1.0,23.0,20.0,,0,0,4,27478
27478,0.0,150.0,11.0,4.0,1.0,48.0,35.0,,0,4,2,27479
27479,-187.0,173.0,8.0,4.0,1.0,55.0,45.0,1.0,1,5,1,27480
27480,0.0,0.0,8.0,4.0,1.0,28.329381850668316,20.0,,0,0,4,27481
27481,-100.0,13.0,5.0,4.0,1.0,37.0,30.0,1.0,2,4,2,27482
27482,-146.0,74.0,5.0,4.0,1.0,1.0,41.0,,1,4,0,27483
27483,-46.0,156.0,3.0,4.0,1.0,26.0,36.0,1.0,0,4,0,27484
27484,-2.0,58.0,2.0,4.0,1.0,28.329381850668316,25.0,1.0,0,1,4,27485
27485,-115.0,128.0,2.0,3.0,1.0,14.0,37.0,,1,4,0,27486
27486,0.0,74.0,1.0,4.0,1.0,51.0,25.0,0.0,0,-1,4,27487
27487,-179.0,-26.0,0.0,4.0,1.0,31.0,38.0,0.0,2,4,0,27488
27488,-99.0,-1.0,10.0,1.0,1.0,7.0,29.0,1.0,2,4,2,27489
27489,118.0,189.0,9.0,1.0,1.0,16.0,42.0,0.0,4,4,0,27490
27490,0.0,13.0,5.0,1.0,1.0,14.0,21.0,0.0,0,0,4,27491
27491,0.0,23.0,4.0,3.0,1.0,19.0,23.0,1.0,0,0,4,27492
27492,-118.0,122.0,2.0,1.0,1.0,17.0,36.0,0.0,-1,4,-1,27493
27493,-33.0,31.0,4.883233224643899,1.0,1.0,17.0,24.0,1.0,0,-1,4,27494
27494,-200.0,31.0,11.0,2.0,1.0,19.0,40.0,1.0,2,4,0,27495
27495,-74.0,248.0,10.0,2.0,1.0,34.0,45.0,0.0,-1,5,1,27496
27496,-131.0,105.0,8.0,2.0,0.0,58.0,35.0,1.0,1,4,0,27497
27497,-10.0,230.0,8.0,2.0,0.0,32.0,43.0,,0,4,0,27498
27498,166.0,95.0,7.0,2.0,1.0,26.0,39.0,1.0,-1,4,0,27499
27499,-122.0,120.0,2.0,2.0,1.0,22.0,37.0,0.0,1,4,0,27500
27500,-130.0,53.0,1.0,2.0,1.0,48.0,34.0,1.0,2,4,2,27501
27501,140.0,82.0,1.0,2.0,1.0,19.0,36.0,0.0,5,-1,0,27502
27502,149.0,48.0,10.0,3.0,0.0,52.0,35.0,0.0,5,4,2,27503
27503,0.0,53.0,9.0,3.0,1.0,46.0,25.0,1.0,0,1,-1,27504
27504,-189.0,153.0,7.0,3.0,1.0,47.0,44.0,,1,5,1,27505
27505,51.0,41.0,5.0,3.0,1.0,41.0,26.0,1.0,0,1,4,27506
27506,0.0,91.0,1.0,3.0,1.0,31.0,40.0,,2,4,0,27507
27507,0.0,711.0,0.0,3.0,1.0,28.329381850668316,91.0,0.0,3,3,3,27508
27508,143.0,-5.0,10.0,4.0,1.0,33.0,34.0,,5,-1,2,27509
27509,159.0,107.0,6.0,4.0,1.0,30.0,39.0,1.0,5,4,0,27510
27510,149.0,5.0,5.0,4.0,1.0,44.0,34.0,0.0,5,4,2,27511
27511,149.0,54.0,3.0,4.0,1.0,50.0,35.0,0.0,5,4,2,27512
27512,-195.0,69.0,3.0,4.0,1.0,2.0,40.0,0.0,2,4,0,27513
27513,143.0,199.0,0.0,4.0,1.0,53.0,44.0,,4,5,1,27514
27514,-135.0,74.0,0.0,4.0,1.0,11.0,39.0,1.0,1,4,-1,27515
27515,0.0,0.0,7.0,3.0,1.0,25.0,20.0,0.0,0,0,4,27516
27516,103.0,-9.0,4.0,1.0,1.0,40.0,30.0,,5,4,2,27517
27517,0.0,0.0,4.0,1.0,1.0,24.0,20.0,1.0,0,0,4,27518
27518,-237.0,-28.0,2.0,1.0,1.0,2.0,43.0,0.0,2,2,1,27519
27519,0.0,0.0,1.0,3.0,1.0,30.0,20.0,1.0,0,0,4,27520
27520,0.0,0.0,4.883233224643899,2.0,1.0,51.0,20.0,1.0,0,0,4,27521
27521,-140.0,174.0,4.0,2.0,1.0,8.0,42.0,0.0,1,4,0,27522
27522,0.0,212.0,0.0,2.0,1.0,31.0,45.0,0.0,-1,5,1,27523
27523,-214.0,160.0,0.0,2.0,1.0,0.0,46.0,0.0,1,5,1,27524
27524,130.0,-42.0,8.0,3.0,1.0,29.0,33.0,0.0,5,4,2,27525
27525,95.0,105.0,6.0,3.0,1.0,35.0,34.0,0.0,5,4,2,27526
27526,0.0,0.0,5.0,3.0,1.0,28.329381850668316,20.0,,0,0,4,27527
27527,141.0,104.0,4.0,3.0,1.0,15.0,37.0,1.0,4,4,-1,27528
27528,-115.0,171.0,1.0,3.0,1.0,37.0,35.0,1.0,1,4,0,27529
27529,75.0,30.0,0.0,3.0,1.0,41.0,28.0,0.0,5,1,2,27530
27530,0.0,0.0,6.0,4.0,1.0,50.0,20.0,1.0,0,0,4,27531
27531,-66.0,161.0,5.0,4.0,1.0,36.0,37.0,1.0,1,4,0,27532
27532,-154.0,94.0,4.0,4.0,1.0,10.0,38.0,0.0,2,4,-1,27533
27533,0.0,0.0,1.0,4.0,1.0,52.0,20.0,1.0,0,0,4,27534
27534,79.0,26.0,1.0,4.0,1.0,17.0,28.0,,5,1,2,27535
27535,71.0,54.0,9.0,3.0,1.0,22.0,28.0,0.0,5,1,2,27536
27536,-95.0,118.0,5.0,1.0,1.0,11.0,35.0,1.0,-1,4,2,27537
27537,0.0,0.0,0.0,1.0,1.0,24.0,20.0,1.0,0,0,4,27538
27538,-90.0,10.0,11.0,2.0,1.0,47.0,29.0,0.0,2,4,2,27539
27539,89.0,201.0,10.0,2.0,1.0,56.0,41.0,0.0,4,4,-1,27540
27540,0.0,0.0,9.0,2.0,1.0,19.0,20.0,1.0,0,0,4,27541
27541,-177.0,23.0,8.0,2.0,1.0,46.0,37.0,0.0,2,4,0,27542
27542,0.0,0.0,0.0,2.0,1.0,44.0,20.0,0.0,0,0,4,27543
27543,23.0,84.0,11.0,3.0,1.0,37.0,28.0,,0,1,2,27544
27544,209.0,43.0,8.0,3.0,1.0,54.0,41.0,,5,4,0,27545
27545,179.0,17.0,8.0,3.0,0.0,23.0,37.0,1.0,5,4,0,27546
27546,0.0,194.0,7.0,3.0,1.0,56.0,39.0,1.0,0,4,0,27547
27547,-8.0,54.0,3.0,3.0,1.0,58.0,25.0,1.0,0,1,4,27548
27548,-192.0,40.0,0.0,3.0,1.0,38.0,39.0,0.0,2,4,0,27549
27549,-108.0,332.0,11.0,4.0,1.0,17.0,54.0,0.0,1,5,1,27550
27550,-102.0,79.0,10.0,4.0,1.0,44.0,32.0,1.0,2,4,2,27551
27551,-117.0,137.0,9.0,4.0,1.0,1.0,38.0,0.0,1,4,0,27552
27552,0.0,0.0,7.0,4.0,1.0,26.0,20.0,1.0,0,0,4,27553
27553,-112.0,140.0,4.0,4.0,1.0,13.0,37.0,0.0,1,4,0,27554
27554,190.0,89.0,2.0,4.0,1.0,13.0,40.0,0.0,5,-1,0,27555
27555,3.0,48.0,10.0,1.0,1.0,48.0,24.0,,0,1,4,27556
27556,92.0,59.0,10.0,1.0,1.0,43.0,30.0,1.0,5,4,2,27557
27557,194.0,74.0,7.0,1.0,1.0,46.0,42.0,1.0,5,4,0,27558
27558,0.0,0.0,6.0,1.0,0.0,31.0,20.0,1.0,0,0,4,27559
27559,-141.0,140.0,3.0,1.0,1.0,42.0,39.0,0.0,1,4,0,27560
27560,0.0,0.0,3.0,1.0,1.0,39.0,20.0,1.0,0,0,4,27561
27561,-153.0,128.0,2.0,1.0,1.0,33.0,39.0,1.0,1,4,0,27562
27562,130.0,146.0,11.0,2.0,1.0,30.0,39.0,,4,4,-1,27563
27563,-169.0,38.0,10.0,2.0,1.0,47.0,37.0,0.0,2,4,0,27564
27564,0.0,41.0,8.0,2.0,1.0,12.0,24.0,,-1,1,4,27565
27565,66.0,229.0,7.0,2.0,0.0,57.0,43.0,0.0,0,5,1,27566
27566,-192.0,66.0,2.0,2.0,1.0,13.0,40.0,0.0,-1,4,0,27567
27567,0.0,148.0,8.0,3.0,1.0,41.0,35.0,0.0,0,4,2,27568
27568,-184.0,137.0,8.0,3.0,1.0,25.0,42.0,,1,4,0,27569
27569,0.0,74.0,7.0,3.0,1.0,28.329381850668316,20.0,1.0,0,0,4,27570
27570,0.0,38.0,7.0,3.0,1.0,13.0,27.0,1.0,0,1,4,27571
27571,151.0,13.0,6.0,3.0,1.0,41.0,35.0,0.0,5,4,2,27572
27572,-113.0,109.0,2.0,3.0,1.0,28.0,35.0,0.0,2,4,2,27573
27573,-125.0,143.0,1.0,3.0,1.0,43.0,38.0,0.0,1,4,0,27574
27574,187.0,184.0,0.0,3.0,0.0,22.0,46.0,0.0,4,-1,1,27575
27575,192.0,173.0,11.0,4.0,1.0,7.0,35.0,0.0,4,5,1,27576
27576,57.0,242.0,4.0,3.0,1.0,41.0,44.0,0.0,0,5,1,27577
27577,141.0,164.0,3.0,4.0,1.0,28.329381850668316,41.0,1.0,4,4,0,27578
27578,174.0,148.0,3.0,4.0,1.0,28.0,42.0,0.0,4,4,0,27579
27579,-174.0,48.0,2.0,1.0,1.0,4.0,38.0,0.0,2,4,0,27580
27580,84.0,230.0,0.0,2.0,1.0,28.329381850668316,44.0,0.0,4,5,1,27581
27581,-59.0,81.0,10.0,3.0,1.0,58.0,30.0,0.0,2,1,2,27582
27582,169.0,-9.0,4.883233224643899,3.0,1.0,3.0,36.0,1.0,5,4,0,27583
27583,-66.0,156.0,2.0,3.0,1.0,59.0,36.0,,1,4,0,27584
27584,133.0,104.0,2.0,3.0,1.0,22.0,36.0,,4,4,0,27585
27585,-39.0,69.0,0.0,3.0,0.0,32.0,27.0,1.0,0,1,4,27586
27586,82.0,233.0,5.0,4.0,1.0,11.0,44.0,1.0,4,5,1,27587
27587,-146.0,207.0,4.0,4.0,1.0,46.0,45.0,1.0,1,5,1,27588
27588,0.0,248.0,3.0,4.0,1.0,5.0,44.0,,0,5,-1,27589
27589,0.0,194.0,1.0,4.0,1.0,55.0,45.0,0.0,1,5,1,27590
27590,-52.0,238.0,0.0,4.0,1.0,28.329381850668316,35.0,0.0,0,5,1,27591
27591,23.0,40.0,11.0,1.0,1.0,4.0,24.0,,0,1,4,27592
27592,-66.0,102.0,4.883233224643899,1.0,1.0,7.0,32.0,1.0,2,1,2,27593
27593,0.0,0.0,3.0,1.0,1.0,22.0,20.0,0.0,0,0,4,27594
27594,112.0,143.0,0.0,1.0,0.0,16.0,35.0,0.0,4,4,0,27595
27595,0.0,0.0,10.0,3.0,1.0,43.0,20.0,1.0,0,0,4,27596
27596,123.0,8.0,9.0,2.0,1.0,6.0,32.0,0.0,5,4,2,27597
27597,-186.0,174.0,3.0,2.0,1.0,3.0,45.0,1.0,1,5,1,27598
27598,143.0,207.0,0.0,2.0,1.0,34.0,45.0,0.0,4,5,-1,27599
27599,113.0,219.0,0.0,2.0,1.0,28.329381850668316,44.0,,4,5,1,27600
27600,0.0,0.0,10.0,3.0,1.0,31.0,20.0,1.0,0,-1,4,27601
27601,0.0,0.0,9.0,3.0,1.0,1.0,20.0,0.0,0,0,4,27602
27602,0.0,0.0,7.0,3.0,1.0,45.0,20.0,0.0,-1,0,4,27603
27603,-161.0,222.0,6.0,3.0,0.0,32.0,47.0,0.0,1,5,1,27604
27604,141.0,212.0,5.0,3.0,1.0,28.329381850668316,45.0,,4,5,1,27605
27605,0.0,0.0,5.0,3.0,1.0,19.0,20.0,1.0,0,0,-1,27606
27606,-146.0,61.0,4.0,3.0,1.0,9.0,35.0,1.0,2,4,2,27607
27607,0.0,0.0,2.0,3.0,1.0,24.0,20.0,,0,0,4,27608
27608,-145.0,214.0,1.0,3.0,0.0,26.0,45.0,,1,5,1,27609
27609,10.0,89.0,0.0,3.0,1.0,2.0,28.0,1.0,0,1,2,27610
27610,-143.0,49.0,11.0,4.0,1.0,19.0,35.0,,2,4,2,27611
27611,164.0,15.0,8.0,4.0,1.0,55.0,35.0,0.0,5,4,0,27612
27612,-126.0,235.0,3.0,4.0,1.0,55.0,46.0,0.0,1,5,1,27613
27613,0.0,0.0,3.0,4.0,1.0,27.0,20.0,1.0,0,0,4,27614
27614,-168.0,187.0,2.0,4.0,1.0,14.0,45.0,0.0,1,5,1,27615
27615,-172.0,13.0,8.0,1.0,1.0,55.0,37.0,0.0,2,4,0,27616
27616,-33.0,22.0,7.0,1.0,1.0,36.0,23.0,0.0,0,0,4,27617
27617,0.0,-3.0,7.0,1.0,1.0,8.0,42.0,1.0,5,6,1,27618
27618,-186.0,64.0,4.0,1.0,1.0,28.0,39.0,1.0,2,4,0,27619
27619,107.0,215.0,0.0,1.0,1.0,32.0,35.0,0.0,4,5,1,27620
27620,-199.0,168.0,11.0,2.0,1.0,13.0,46.0,,1,5,1,27621
27621,-151.0,150.0,5.0,2.0,1.0,55.0,41.0,0.0,1,4,0,27622
27622,-230.0,17.0,5.0,2.0,1.0,39.0,43.0,1.0,2,2,1,27623
27623,-228.0,104.0,4.0,2.0,1.0,27.0,45.0,1.0,1,-1,1,27624
27624,-85.0,74.0,2.0,2.0,1.0,28.0,34.0,0.0,2,4,2,27625
27625,0.0,0.0,0.0,2.0,1.0,50.0,35.0,,0,0,4,27626
27626,10.0,263.0,0.0,2.0,1.0,5.0,46.0,0.0,0,5,1,27627
27627,92.0,15.0,1.0,3.0,1.0,32.0,29.0,,5,4,2,27628
27628,-125.0,183.0,10.0,4.0,1.0,28.329381850668316,42.0,,1,4,0,27629
27629,0.0,0.0,5.0,4.0,1.0,54.0,20.0,1.0,0,0,4,27630
27630,0.0,0.0,5.0,4.0,1.0,22.0,20.0,1.0,0,0,4,27631
27631,146.0,10.0,3.0,4.0,1.0,43.0,34.0,1.0,5,4,2,27632
27632,222.0,74.0,2.0,4.0,1.0,13.0,42.0,0.0,5,6,1,27633
27633,-146.0,206.0,1.0,4.0,1.0,52.0,45.0,0.0,1,5,1,27634
27634,0.0,0.0,11.0,1.0,1.0,41.0,20.0,1.0,0,0,4,27635
27635,0.0,0.0,8.0,1.0,1.0,37.0,35.0,1.0,0,0,-1,27636
27636,39.0,89.0,7.0,1.0,1.0,47.0,29.0,0.0,0,1,2,27637
27637,222.0,20.0,4.883233224643899,1.0,1.0,44.0,42.0,1.0,5,6,1,27638
27638,-156.0,48.0,10.0,2.0,1.0,56.0,36.0,0.0,2,4,0,27639
27639,62.0,199.0,0.0,2.0,1.0,46.0,40.0,0.0,0,4,0,27640
27640,-120.0,82.0,9.0,3.0,1.0,36.0,34.0,0.0,2,4,2,27641
27641,0.0,0.0,9.0,3.0,1.0,31.0,35.0,0.0,0,-1,4,27642
27642,-112.0,-21.0,7.0,3.0,1.0,48.0,31.0,0.0,2,4,2,27643
27643,59.0,123.0,6.0,3.0,1.0,28.329381850668316,33.0,0.0,0,1,2,27644
27644,0.0,0.0,4.883233224643899,3.0,1.0,46.0,20.0,,0,0,4,27645
27645,-8.0,94.0,9.0,4.0,1.0,16.0,29.0,1.0,0,1,-1,27646
27646,-172.0,66.0,8.0,3.0,1.0,39.0,38.0,0.0,2,4,0,27647
27647,0.0,0.0,7.0,4.0,1.0,27.0,20.0,1.0,0,0,4,27648
27648,228.0,7.0,4.0,4.0,1.0,20.0,42.0,0.0,5,6,1,27649
27649,82.0,33.0,2.0,4.0,1.0,54.0,28.0,0.0,5,4,2,27650
27650,75.0,237.0,0.0,4.0,1.0,38.0,44.0,,0,5,1,27651
27651,-161.0,15.0,9.0,1.0,1.0,36.0,36.0,0.0,2,4,0,27652
27652,192.0,158.0,9.0,1.0,1.0,2.0,44.0,0.0,4,5,1,27653
27653,117.0,137.0,4.883233224643899,1.0,1.0,21.0,38.0,,4,4,0,27654
27654,144.0,112.0,5.0,1.0,1.0,29.0,38.0,1.0,4,4,0,27655
27655,0.0,0.0,0.0,1.0,1.0,48.0,20.0,,0,0,4,27656
27656,-145.0,500.0,0.0,1.0,1.0,0.0,72.0,0.0,3,3,3,27657
27657,-187.0,49.0,11.0,2.0,1.0,45.0,39.0,1.0,2,4,0,27658
27658,102.0,189.0,9.0,2.0,1.0,31.0,41.0,0.0,4,4,0,27659
27659,-186.0,64.0,4.0,2.0,1.0,59.0,39.0,0.0,2,4,0,27660
27660,-41.0,89.0,3.0,2.0,1.0,28.0,29.0,0.0,0,1,2,27661
27661,0.0,0.0,3.0,2.0,1.0,13.0,20.0,1.0,-1,0,4,27662
27662,0.0,0.0,0.0,2.0,1.0,19.0,20.0,,0,0,4,27663
27663,-80.0,117.0,10.0,3.0,1.0,27.0,34.0,1.0,2,1,2,27664
27664,0.0,0.0,10.0,3.0,1.0,28.329381850668316,20.0,0.0,0,0,4,27665
27665,-217.0,155.0,9.0,3.0,1.0,58.0,46.0,0.0,1,5,1,27666
27666,0.0,0.0,9.0,3.0,1.0,29.0,20.0,,0,0,4,27667
27667,176.0,63.0,8.0,3.0,1.0,45.0,38.0,0.0,5,-1,0,27668
27668,94.0,74.0,2.0,3.0,1.0,31.0,32.0,1.0,5,4,2,27669
27669,151.0,77.0,1.0,3.0,1.0,34.0,36.0,0.0,-1,4,0,27670
27670,85.0,114.0,0.0,3.0,1.0,23.0,34.0,0.0,5,4,2,27671
27671,112.0,196.0,10.0,4.0,1.0,5.0,42.0,0.0,4,4,0,27672
27672,-138.0,-9.0,9.0,4.0,1.0,38.0,35.0,,2,4,2,27673
27673,-110.0,20.0,7.0,4.0,1.0,43.0,31.0,0.0,2,4,2,27674
27674,-232.0,102.0,7.0,4.0,1.0,4.0,45.0,0.0,1,5,1,27675
27675,-166.0,197.0,6.0,4.0,1.0,17.0,45.0,0.0,1,5,1,27676
27676,-3.0,225.0,1.0,4.0,1.0,17.0,42.0,,0,4,0,27677
27677,-220.0,128.0,1.0,4.0,1.0,28.329381850668316,45.0,,1,5,1,27678
27678,0.0,0.0,4.0,1.0,1.0,52.0,20.0,1.0,0,0,4,27679
27679,-130.0,137.0,10.0,2.0,1.0,49.0,38.0,,1,4,0,27680
27680,0.0,74.0,9.0,2.0,1.0,30.0,20.0,,0,0,4,27681
27681,0.0,0.0,3.0,2.0,1.0,48.0,20.0,1.0,0,0,4,27682
27682,-148.0,54.0,3.0,2.0,1.0,9.0,35.0,1.0,2,4,2,27683
27683,-39.0,196.0,1.0,2.0,1.0,36.0,39.0,,0,4,0,27684
27684,0.0,0.0,0.0,2.0,1.0,33.0,20.0,1.0,0,0,4,27685
27685,166.0,107.0,0.0,2.0,1.0,1.0,39.0,0.0,5,4,0,27686
27686,80.0,187.0,7.0,3.0,1.0,10.0,40.0,1.0,4,4,0,27687
27687,-172.0,61.0,5.0,3.0,1.0,46.0,38.0,,2,4,-1,27688
27688,-15.0,86.0,5.0,3.0,1.0,30.0,28.0,1.0,0,1,2,27689
27689,-149.0,107.0,1.0,3.0,1.0,28.329381850668316,38.0,1.0,2,4,-1,27690
27690,-67.0,242.0,0.0,3.0,1.0,23.0,45.0,0.0,0,5,1,27691
27691,-235.0,69.0,0.0,3.0,1.0,0.0,44.0,0.0,2,2,1,27692
27692,0.0,0.0,7.0,4.0,1.0,50.0,20.0,1.0,0,0,4,27693
27693,-148.0,114.0,6.0,4.0,1.0,26.0,38.0,0.0,1,4,0,27694
27694,0.0,0.0,5.0,4.0,1.0,1.0,20.0,1.0,0,0,4,27695
27695,-184.0,87.0,4.0,4.0,1.0,9.0,40.0,,2,4,0,27696
27696,18.0,123.0,3.0,4.0,1.0,31.0,32.0,0.0,0,1,2,27697
27697,0.0,0.0,2.0,4.0,1.0,28.329381850668316,20.0,1.0,0,0,4,27698
27698,-163.0,222.0,1.0,4.0,1.0,36.0,47.0,0.0,1,5,1,27699
27699,-154.0,215.0,0.0,4.0,1.0,37.0,46.0,0.0,1,5,1,27700
27700,-195.0,204.0,0.0,4.0,1.0,2.0,48.0,1.0,1,5,1,27701
27701,0.0,0.0,3.0,5.0,1.0,46.0,20.0,1.0,0,-1,4,27702
27702,56.0,28.0,2.0,5.0,0.0,25.0,26.0,1.0,-1,1,4,27703
27703,0.0,0.0,0.0,5.0,1.0,39.0,20.0,0.0,0,0,4,27704
27704,0.0,0.0,0.0,5.0,1.0,20.0,35.0,,0,0,4,27705
27705,-189.0,84.0,10.0,1.0,1.0,33.0,40.0,,2,4,0,27706
27706,0.0,74.0,10.0,1.0,1.0,28.329381850668316,20.0,,0,0,4,27707
27707,-153.0,160.0,2.0,1.0,1.0,56.0,42.0,0.0,1,4,0,27708
27708,-230.0,68.0,3.0,2.0,1.0,20.0,43.0,,-1,2,1,27709
27709,-131.0,38.0,8.0,3.0,1.0,3.0,33.0,0.0,2,4,2,27710
27710,158.0,0.0,7.0,3.0,1.0,35.0,35.0,1.0,5,4,2,27711
27711,97.0,68.0,6.0,3.0,1.0,28.329381850668316,31.0,0.0,5,4,-1,27712
27712,189.0,15.0,5.0,3.0,1.0,43.0,38.0,1.0,5,4,0,27713
27713,-79.0,255.0,0.0,3.0,1.0,29.0,46.0,0.0,0,5,1,27714
27714,181.0,71.0,8.0,4.0,1.0,16.0,35.0,1.0,5,4,-1,27715
27715,0.0,0.0,7.0,4.0,1.0,28.329381850668316,20.0,1.0,0,0,4,27716
27716,156.0,217.0,5.0,4.0,1.0,55.0,46.0,0.0,4,5,1,27717
27717,210.0,143.0,1.0,4.0,1.0,32.0,45.0,0.0,4,5,1,27718
27718,-225.0,122.0,4.883233224643899,1.0,1.0,15.0,45.0,0.0,1,5,1,27719
27719,-148.0,58.0,11.0,1.0,1.0,1.0,35.0,,-1,4,2,27720
27720,0.0,0.0,9.0,1.0,1.0,57.0,20.0,1.0,0,0,4,27721
27721,187.0,-6.0,5.0,1.0,1.0,50.0,38.0,,5,4,0,27722
27722,0.0,46.0,3.0,1.0,1.0,26.0,37.0,0.0,2,4,0,27723
27723,-177.0,81.0,2.0,1.0,1.0,14.0,39.0,,2,4,0,27724
27724,36.0,63.0,9.0,2.0,1.0,27.0,27.0,0.0,0,-1,-1,27725
27725,149.0,0.0,6.0,2.0,1.0,10.0,34.0,0.0,5,4,2,27726
27726,-168.0,7.0,4.0,2.0,1.0,42.0,36.0,1.0,2,4,0,27727
27727,-102.0,5.0,3.0,2.0,1.0,11.0,30.0,0.0,2,4,2,27728
27728,113.0,140.0,2.0,2.0,1.0,51.0,37.0,0.0,4,4,0,27729
27729,202.0,15.0,2.0,2.0,1.0,16.0,40.0,0.0,5,4,0,27730
27730,0.0,74.0,0.0,2.0,1.0,57.0,20.0,0.0,0,0,4,27731
27731,-230.0,-1.0,0.0,2.0,1.0,23.0,43.0,1.0,2,2,-1,27732
27732,105.0,58.0,4.883233224643899,3.0,1.0,44.0,31.0,,5,4,2,27733
27733,-48.0,250.0,7.0,3.0,1.0,4.0,45.0,,-1,5,1,27734
27734,182.0,-8.0,6.0,3.0,1.0,31.0,38.0,0.0,5,4,0,27735
27735,-61.0,194.0,2.0,3.0,1.0,53.0,40.0,0.0,0,4,0,27736
27736,0.0,0.0,2.0,3.0,1.0,21.0,20.0,1.0,0,0,4,27737
27737,-31.0,48.0,10.0,4.0,1.0,18.0,25.0,1.0,0,1,4,27738
27738,-232.0,-1.0,9.0,4.0,1.0,32.0,43.0,,2,2,-1,27739
27739,113.0,8.0,4.0,4.0,1.0,35.0,31.0,1.0,5,4,2,27740
27740,-57.0,255.0,3.0,4.0,1.0,6.0,46.0,0.0,0,5,1,27741
27741,0.0,0.0,1.0,4.0,1.0,18.0,20.0,1.0,0,0,4,27742
27742,74.0,263.0,0.0,4.0,0.0,56.0,47.0,0.0,0,5,1,27743
27743,135.0,86.0,8.0,1.0,1.0,35.0,36.0,1.0,5,4,0,27744
27744,179.0,63.0,7.0,1.0,1.0,59.0,38.0,0.0,5,4,0,27745
27745,0.0,0.0,6.0,1.0,1.0,14.0,20.0,,0,0,4,27746
27746,0.0,0.0,4.0,1.0,1.0,59.0,20.0,0.0,0,0,4,27747
27747,-202.0,82.0,4.0,1.0,1.0,33.0,41.0,,-1,4,0,27748
27748,0.0,0.0,1.0,1.0,1.0,57.0,20.0,1.0,0,0,4,27749
27749,-204.0,13.0,0.0,1.0,1.0,2.0,40.0,0.0,2,4,0,27750
27750,0.0,0.0,8.0,2.0,1.0,58.0,20.0,,-1,0,4,27751
27751,0.0,0.0,5.0,2.0,1.0,53.0,20.0,0.0,0,0,4,27752
27752,-169.0,48.0,5.0,2.0,1.0,23.0,37.0,0.0,2,4,0,27753
27753,171.0,49.0,1.0,2.0,0.0,26.0,35.0,1.0,5,4,0,27754
27754,103.0,168.0,0.0,2.0,1.0,45.0,39.0,,4,4,0,27755
27755,0.0,0.0,9.0,3.0,1.0,41.0,20.0,1.0,0,0,4,27756
27756,0.0,0.0,8.0,3.0,1.0,13.0,20.0,,0,0,4,27757
27757,0.0,0.0,5.0,3.0,1.0,23.0,20.0,1.0,0,0,4,27758
27758,-80.0,255.0,1.0,3.0,1.0,0.0,46.0,0.0,0,5,1,27759
27759,135.0,38.0,0.0,3.0,1.0,28.329381850668316,34.0,0.0,5,4,2,27760
27760,0.0,0.0,0.0,3.0,1.0,35.0,20.0,0.0,0,0,4,27761
27761,0.0,0.0,10.0,4.0,1.0,25.0,20.0,1.0,0,0,4,27762
27762,-161.0,118.0,4.0,4.0,1.0,20.0,39.0,0.0,1,4,0,27763
27763,128.0,248.0,3.0,4.0,1.0,44.0,47.0,0.0,4,5,1,27764
27764,-189.0,22.0,11.0,1.0,1.0,13.0,39.0,1.0,2,4,0,27765
27765,34.0,45.0,2.0,1.0,1.0,54.0,25.0,1.0,-1,1,4,27766
27766,205.0,148.0,2.0,1.0,1.0,24.0,35.0,0.0,4,5,1,27767
27767,-97.0,168.0,10.0,2.0,1.0,37.0,39.0,0.0,1,4,0,27768
27768,125.0,148.0,9.0,2.0,1.0,20.0,39.0,0.0,4,-1,0,27769
27769,-59.0,81.0,7.0,2.0,1.0,42.0,35.0,0.0,2,1,2,27770
27770,240.0,31.0,4.0,2.0,1.0,35.0,44.0,0.0,5,6,1,27771
27771,0.0,0.0,6.0,3.0,0.0,21.0,20.0,1.0,0,0,4,27772
27772,36.0,54.0,5.0,3.0,1.0,28.329381850668316,26.0,0.0,0,1,4,27773
27773,0.0,0.0,1.0,3.0,0.0,33.0,20.0,1.0,0,0,4,27774
27774,118.0,174.0,11.0,4.0,1.0,32.0,41.0,0.0,4,4,0,27775
27775,181.0,192.0,8.0,4.0,1.0,35.0,46.0,0.0,4,5,1,27776
27776,-148.0,94.0,8.0,4.0,1.0,25.0,37.0,,2,4,0,27777
27777,121.0,145.0,7.0,4.0,1.0,20.0,38.0,0.0,4,4,0,27778
27778,59.0,58.0,6.0,4.0,1.0,28.329381850668316,28.0,0.0,5,1,2,27779
27779,0.0,0.0,6.0,4.0,1.0,4.0,20.0,1.0,-1,0,4,27780
27780,0.0,0.0,4.0,4.0,1.0,59.0,35.0,1.0,0,0,4,27781
27781,0.0,0.0,0.0,4.0,1.0,22.0,20.0,0.0,0,0,4,27782
27782,-189.0,74.0,0.0,4.0,1.0,17.0,45.0,,1,5,1,27783
27783,-202.0,202.0,0.0,4.0,1.0,6.0,35.0,0.0,1,5,1,27784
27784,217.0,367.0,0.0,4.0,1.0,0.0,62.0,0.0,4,5,1,27785
27785,126.0,125.0,11.0,3.0,0.0,28.329381850668316,37.0,0.0,4,4,0,27786
27786,-153.0,7.0,8.0,1.0,1.0,6.0,35.0,1.0,2,4,2,27787
27787,-62.0,38.0,7.0,1.0,1.0,28.329381850668316,27.0,1.0,0,1,4,27788
27788,163.0,197.0,5.0,1.0,1.0,12.0,45.0,1.0,4,5,1,27789
